a <unk> <unk> eating <unk> <unk> outside a <unk> .,1,533962
<unk> people <unk> to <unk> a black horse into the back of a blue and white truck .,0,97924
a <unk> holding a tennis racquet <unk> a ball <unk> the <unk> .,1,361027
a <unk> <unk> for a picture on a snowy mountain on skis .,0,165476
a crowd of people are in <unk> <unk> .,0,500514
a little <unk> that is standing up with a <unk> .,0,93985
"<unk> , in pink and white , playing tennis on court .",0,192782
a group of people standing <unk> a boat,1,180888
a small child sitting on a toilet in a bathroom,0,431047
a police <unk> riding a police bike in a city area .,0,388677
a cow that is walking down the sidewalk in a <unk> area .,1,133078
two <unk> <unk> while taking a <unk> out of the oven .,0,280918
a person standing holding a kite near water,1,482951
a <unk> in a field flying a kite .,1,104796
large <unk> cow getting an <unk> from a <unk> in <unk> .,1,189152
<unk> on a black sand beach holding <unk> board,0,284350
<unk> on white horse riding <unk> a bus with another <unk> looking out smiling .,1,228477
a <unk> is sitting at a table with a hat on .,0,497825
a <unk> is flying a kite in a field,1,225108
the <unk> is brushing <unk> teeth and <unk> and it is <unk> up .,1,209868
a <unk> is cooking over an open <unk> in the <unk>,0,268059
a <unk> is <unk> <unk> from a suitcase .,1,409156
<unk> young <unk> <unk> <unk> together under a large umbrella .,0,301867
a <unk> <unk> <unk> holding a little <unk> that is <unk> <unk> .,0,194716
a small child <unk> and <unk> <unk> a large group of <unk> .,1,111325
two <unk> and a <unk> eating a meal together,0,196313
a picture of a <unk> <unk> a <unk> up with a cell phone in hand .,0,365886
a <unk> holding two <unk> in <unk> hand near <unk> mouth .,1,254930
a <unk> is <unk> water from a red bottle .,0,284991
a red food truck <unk> a crowd of people <unk> it .,0,535183
a <unk> on a <unk> beach holding a surfboard .,1,240107
a <unk> <unk> on the couch and is on laptop and phone .,0,166478
a <unk> people riding on an elephants back .,1,974
a <unk> <unk> on a boat <unk> out <unk> <unk> <unk> .,1,364031
a <unk> standing and <unk> out a bunch of hanging fruit on display,1,482574
a young <unk> doing a trick on a <unk> <unk> .,1,391365
young <unk> <unk> in wooden <unk> mirror using laptop .,0,270097
the children are <unk> <unk> to <unk> tennis .,0,177065
a bunch of <unk> looking people posing in a <unk> room .,0,454252
a <unk> standing on a snowy slope with <unk> <unk> on .,0,426754
<unk> <unk> <unk> to <unk> the <unk> <unk> .,0,49942
a young <unk> sitting on a pile of snow next to a street sign,0,408903
<unk> holding an <unk> in <unk> hand that <unk> to <unk> mouth,1,121519
a <unk> holding a camera <unk> on a ramp <unk> sheep .,0,333730
<unk> are two people that are standing in a farmers market,1,376307
an <unk> <unk> train is parked <unk> <unk> <unk> around it .,0,162579
a <unk> <unk> a <unk> <unk> a horse with another <unk> watching .,0,465879
two <unk> walking with bicycle on road with trees .,1,136770
a <unk> <unk> out to catch a frisbee .,0,342971
a <unk> riding a snowboard on top of <unk> .,0,288408
a <unk> <unk> a bus in a <unk> city .,1,291606
a <unk> of a piece of broccoli with a person holding it .,0,19221
a kite with the <unk> <unk> <unk> <unk> <unk> on it .,1,470658
an <unk> <unk> pouring <unk> in the kitchen .,0,453485
a <unk> <unk> a baseball with a bat while a group of <unk> <unk> <unk>,0,528462
a <unk> and two <unk> <unk> in a small fire truck,0,380979
a smiling <unk> sitting up in a <unk> bed .,1,133876
"<unk> and <unk> in <unk> dress , with a parasol , <unk> on a <unk> .",0,476514
a <unk> riding a wave on top of a surfboard .,1,557459
a small child holding a kite and eating a <unk>,1,245414
two <unk> and a small child are playing video <unk> .,1,247484
a young person eating pizza and the other eating a <unk> and fries .,0,36614
a <unk> of <unk> <unk> <unk> with a <unk> .,1,263425
a person <unk> a cell phone and wearing a suit,1,67042
a young person with a bat and helmet playing baseball .,0,484331
a <unk> standing on a sidewalk while using a cell phone,0,100624
the <unk> is holding a remote control in <unk> hand .,1,572296
<unk> in pink <unk> horse in an <unk> area,0,69328
<unk> <unk> are playing frisbee and <unk> trees,0,468632
the young <unk> is <unk> <unk> at the table .,0,183677
the <unk> are <unk> <unk> <unk> under the <unk> .,1,210230
a <unk> is standing and holding a wine glass,0,12669
a <unk> and a <unk> playing on a beach .,0,172690
a <unk> wearing glass holding a cell phone .,0,549845
a <unk> and <unk> <unk> <unk> near group of <unk>,1,353347
a young <unk> <unk> and playing the <unk> .,0,411953
a <unk> getting ready to hit <unk> pitch .,1,57827
a child sitting on the floor holding a stuffed bear .,0,514731
a <unk> <unk> ready to <unk> a <unk>,0,80306
a young person <unk> a parking meter with <unk> <unk>,0,472643
a <unk> with a blue head <unk> sitting on a bench .,1,321476
a <unk> wearing a white hat and sunglasses <unk> to a banana tree .,0,42091
a <unk> in a blue shirt <unk> a red motorcycle through the <unk> .,1,360735
a <unk> <unk> a selfie in a bathroom with <unk> <unk> <unk> .,0,560025
person <unk> down <unk> <unk> grass while flying a kite .,1,154342
a <unk> in suit and tie walking in front of a white building .,1,170955
a young <unk> holding <unk> a surfboard while walking out of <unk> water,1,53754
a person in a <unk> walks an elephant through a park .,0,35807
a <unk> <unk> is holding a frisbee while standing in sand .,1,298362
a <unk> playing tennis on a blue tennis court,1,19432
a <unk> <unk> riding the <unk> in the ocean .,1,532493
a <unk> on a skateboard <unk> a <unk> in a skate park .,1,524061
the horse is <unk> <unk> over the <unk> outside .,0,142562
a <unk> standing in a <unk> with <unk> for <unk> .,0,72105
two <unk> are <unk> in <unk> and <unk> in a <unk> <unk> area .,1,69213
a <unk> <unk> player <unk> with a <unk> in a field .,0,537297
a white laptop computer with an <unk> of a <unk> on the screen .,0,163280
a <unk> with a large <unk> on <unk> back holding a yellow frisbee .,0,138220
a <unk> <unk> on a bed with a cat .,1,16875
a person <unk> a child stand on a skateboard .,0,87476
a <unk> <unk> to hit a tennis ball .,0,49893
a <unk> wearing blue is on the phone and walking <unk> a sidewalk in front of a building with black <unk> on <unk> <unk> of the <unk> .,1,162530
a <unk> <unk> in red and black riding white <unk> .,1,126064
a person in a room in front of a stove .,0,461256
a <unk> <unk> a <unk> bow on the <unk> of a large <unk> .,1,558229
a <unk> is sitting at a table and posing <unk> <unk> <unk> <unk> .,1,1089
a <unk> holding a pizza with the <unk> <unk> out,1,551336
<unk> is <unk> to <unk> on top of a <unk> .,1,341017
a <unk> baby <unk> on a bed next to stuffed animals .,0,185197
a little <unk> looking <unk> while a <unk> <unk> down <unk> <unk> .,0,529404
a <unk> holding an <unk> in front of an open box of <unk> donuts .,0,539787
<unk> computers are sitting on a desk with the <unk> picture on each screen .,1,61101
a <unk> <unk> while looking at <unk> in a mirror .,0,403378
<unk> holding up two <unk> while sitting in front of plate with pizza <unk> on it,1,547854
a <unk> in <unk> <unk> preparing to <unk> .,0,158846
a <unk> tennis player is <unk> for a picture <unk> the crowd <unk> down court .,1,16308
a <unk> playing tennis on a tennis court with a lot of people watching .,1,269346
a person looking at oranges at an open air market .,1,490405
a <unk> <unk> a dog for a frisbee in the <unk> .,0,471483
a <unk> is doing a skateboard trick outside,1,329318
a <unk> on a motorcycle is next to a <unk> walking a dog <unk> with other people <unk> down a dirt road .,1,293505
a young <unk> <unk> <unk> the <unk> of a sheep .,0,483038
a <unk> <unk> is playing tennis <unk> up to <unk> a tennis ball .,1,206512
a small child <unk> on an <unk> bed .,0,485294
a <unk> is wearing glasses and a tie .,0,88695
a <unk> standing next to a <unk> in a room .,1,155774
a <unk> <unk> a <unk> picture of <unk> in a bathroom mirror .,1,441196
a <unk> is throwing a tennis ball into the air in <unk> to <unk> it over the <unk> .,0,280612
"a <unk> looking at the camera , with a <unk> , wearing a hat .",1,431404
<unk> <unk> a dog <unk> is sitting in a <unk> of water in a sink .,0,110435
a <unk> <unk> up a ramp on <unk> skateboard .,1,461255
a person riding skis on a snow covered ground,0,115243
a baseball game <unk> on while a player <unk> a bat ready .,1,133648
a close up of an adult holding a child brushing their teeth,0,500565
a <unk> on a surfboard in front of a small wave .,1,434637
a small child <unk> while eating a hot slice of pizza,1,140743
an <unk> is in the open <unk> in the <unk> .,1,181677
a young <unk> with <unk> face and <unk> <unk> holding a stuffed animal <unk> in <unk> arms .,0,322944
a white toilet filled with toilet paper inside of a bathroom .,1,354098
a kitchen <unk> with a person <unk> a refrigerator .,0,391539
a couple of small <unk> of a <unk> and a horse,0,316795
a <unk> working on a <unk> motor <unk> at a station .,1,81103
a <unk> sitting on a sidewalk next to a suitcase and a <unk> .,1,382512
a <unk> sitting at a table with a little <unk> and a <unk> .,0,128602
a <unk> <unk> <unk> with a <unk> <unk> on <unk> face,1,574411
a <unk> and <unk> standing on skis on a snowy field .,0,158887
a baseball player is preparing to pitch the ball .,0,232460
a person that is eating <unk> food on a table .,1,377427
a baseball game with a <unk> at home plate and a full <unk> of <unk> watching the game .,1,214692
a tennis player <unk> with tennis racket in <unk> hand .,0,564
a picture of a <unk> eating a piece of cake,0,48129
<unk> people are in a park and <unk> is catching a frisbee .,0,47181
a <unk> is <unk> a <unk> on a <unk>,1,151338
a <unk> posing for a picture with <unk> skateboard .,0,270677
a small child in a green shirt is playing a video game,0,512182
<unk> in <unk> chair blowing out candles on a brown cake .,0,134278
two people with surf <unk> on a beach,0,383533
a <unk> bus is <unk> <unk> a curb .,1,531036
a plate on the table that <unk> <unk> and <unk>,0,548882
a <unk> is standing under an umbrella and on a <unk> .,0,575933
two <unk> on back of motorcycles <unk> hands .,1,148526
a <unk> is a <unk> <unk> hat holding <unk> of donuts .,0,576539
a <unk> holding a <unk> filled with fresh <unk> .,1,38710
a <unk> holding a tennis racket is <unk> a ball .,0,564489
two people <unk> <unk> a giraffe and feeding it .,0,533872
a <unk> holding up a laptop computer in <unk> right hand .,1,506515
a <unk> sitting at a table in front of two <unk>,1,336356
small <unk> with <unk> shirt on holding up a soccer ball .,1,522065
a couple of people are typing on their <unk>,0,147025
a <unk> is in the parking lot doing a <unk> of <unk> <unk>,0,164475
a <unk> is holding a <unk> in <unk> hands,1,125556
two <unk> and a <unk> <unk> in business <unk> .,0,498915
a person that is walking down the street .,1,557595
<unk> <unk> and <unk> in soccer <unk> <unk> around a field with <unk> people and <unk> on the <unk> .,0,19446
a tennis player <unk> to hit the ball during a tennis game .,1,213403
a <unk> <unk> on a skateboard and <unk> .,0,519744
a person on a surfboard on the water .,1,302767
young <unk> looking into the inside of a refrigerator through bottles .,0,302716
two people on a couch holding wii controllers .,1,515821
a person riding inside of a boat on a body of water,0,484551
<unk> <unk> a truck full of bananas outside .,1,410004
an <unk> of baby <unk> <unk> <unk> at for <unk>,1,232483
a young tennis player <unk> to hit the ball .,0,49194
an <unk> <unk> of a <unk> sitting on a park bench,0,446909
a <unk> riding on a motor <unk> with a child in <unk> lap .,1,142324
a skateboarder on a <unk> doing a trick next to a lake .,0,514366
"a baseball player at bat , swinging at a pitch .",0,203965
a <unk> baseball player <unk> with a bat in the air .,1,409439
a group of people standing up <unk> a <unk> hand <unk> .,0,439868
large bowls of banana <unk> <unk> <unk> <unk> a <unk> <unk> .,1,204100
people board a plane <unk> a <unk> in an orange <unk> walks <unk> the <unk> .,1,306908
a <unk> holding a remote at the camera .,1,559185
"<unk> <unk> in <unk> <unk> , standing on the beach holding surfboards .",1,349430
a <unk> <unk> up on a bench with a book in <unk> hand .,0,310035
a couple of <unk> <unk> on a bed with <unk> under the <unk> .,0,345385
a close up of a baseball player catching a ball,1,253695
people are walking <unk> the display of phone <unk> .,1,335981
a <unk> <unk> high up on a television <unk> <unk> a cat .,1,361111
<unk> is a photo of two people sitting on the <unk> of a piece of city <unk> .,0,354572
a cowboy sitting on a horse at a <unk> .,1,273728
large <unk> of <unk> <unk> on counter ready for <unk> .,1,289415
an <unk> of a <unk> doing <unk> on a skateboard,0,172716
a young <unk> <unk> <unk> <unk> teddy bear .,0,33882
a <unk> standing on the sand near a frisbee in the air .,0,489125
a <unk> <unk> <unk> <unk> on the table and is looking at <unk> on a laptop .,1,101312
a <unk> small dog sitting in a <unk> .,0,130522
people stand around a store near the sidewalk <unk> <unk> with <unk> .,0,45844
a <unk> <unk> a pitch in an <unk> baseball game .,1,103815
a <unk> <unk> a plate of <unk> and other <unk> .,0,79754
a person laying on a bed with white <unk> .,0,438861
an <unk> <unk> <unk> and a cell phone set on a table .,0,216277
a bunch of people flying kites while on a <unk> field .,0,513670
two <unk> are <unk> <unk> on a motorcycle .,0,385248
a <unk> <unk> is standing on a beach .,1,364608
two people <unk> <unk> each other to catch a frisbee,1,550576
a <unk> is throwing a ball on a baseball field .,1,277642
a <unk> at a park smiling while <unk> a bird .,1,405574
a <unk> riding a bike <unk> a train traveling <unk> tracks .,1,483108
a <unk> sitting in front of a laptop computer .,1,85160
a person <unk> an elephant on a road in the <unk> .,1,456679
<unk> in white uniform swinging at a tennis ball .,0,21746
two <unk> with <unk> glasses in the kitchen preparing food next to a sink .,1,89099
a baseball player taking a <unk> at a ball,1,37882
two <unk> children are sitting on the sidewalk eating .,0,303893
a black <unk> playing tennis <unk> and <unk> at the ball .,1,445908
a young child <unk> in the snow while <unk> .,1,288944
a <unk> and <unk> standing with luggage and <unk> a <unk> sign .,1,11699
child playing and <unk> <unk> a <unk> of white <unk>,1,468577
a <unk> on a skateboard near a ramp .,1,462324
a <unk> is <unk> <unk> the building eating a sandwich .,1,4386
<unk> is a baby <unk> standing in a <unk>,0,286778
"a <unk> <unk> in a bed , in a bedroom .",0,421433
a <unk> holding a cell phone up to <unk> ear in a crowd of people,1,7873
a person standing in a large kitchen <unk> .,1,358629
an <unk> <unk> <unk> standing in the ocean,1,493022
a <unk> standing in front of a bunch of doughnuts .,1,377097
a person <unk> up their <unk> glass for a <unk> .,0,425475
a <unk> <unk> posing for a photo while holding a surfboard .,1,107367
a <unk> looking at a laptop while sitting at a desk,1,209041
a <unk> sitting on a bench holding a donut in <unk> hand .,0,35795
a <unk> <unk> a shirt preparing <unk> on top of a bbq .,1,373075
a <unk> <unk> a tennis racket <unk> people <unk> from the <unk> .,0,281101
a <unk> is holding a tennis racket <unk> to hit the ball .,1,15017
a group of people walking down a sidewalk <unk> a large <unk> on the wall .,1,490381
two <unk> and a <unk> sitting at a table in front of a <unk> .,0,389649
a truck with an open <unk> and two people sitting on top,1,18837
a <unk> sitting in the back of a truck with furniture .,0,199215
a photo of a small <unk> taking a <unk>,1,234500
a <unk> in black sitting on a bench on a <unk> <unk> .,0,150508
a person jumping up to hit a tennis ball,0,23671
a <unk> that is in the air with a surfboard .,0,72281
two young <unk> playing on a nintendo wii .,1,437374
<unk> sitting on <unk> of <unk> large statue with <unk> suitcase at outdoor <unk> .,1,277738
a <unk> <unk> on a skateboard with an <unk> skateboard next to <unk> <unk> a <unk> <unk> <unk> on with two people on a bench in the <unk>,0,151159
a group of <unk> people standing on top of a ski slope .,0,292649
a <unk> <unk> a tennis ball into the air .,1,24601
a <unk> <unk> holding a black cat with a bunch of bananas on <unk> head .,0,547607
<unk> taking a picture <unk> an <unk> display of a <unk> on a bench .,1,104340
a group of people <unk> around <unk> person sitting in front <unk> <unk> a computer <unk>,1,212704
<unk> <unk> playing with a soccer ball in a park .,0,10837
the skateboarder is <unk> <unk> on <unk> board .,1,307523
a <unk> of <unk> <unk> with <unk> and <unk> on it .,0,512302
a tennis player swinging a racket at a ball,1,463174
a <unk> that is standing outside next to a tree,0,560626
"a child smiling in front of a <unk> , in a restaurant .",1,303590
a <unk> <unk> a frisbee and <unk> is <unk> to <unk> it .,1,151084
the city bus is traveling down the road with <unk> <unk> .,1,142774
a <unk> <unk> in the <unk> with <unk> <unk> <unk> <unk> in a field near a <unk> on the ocean .,0,377949
a <unk> is walking in the ocean holding a surf board .,0,386677
a <unk> <unk> standing in front of a river full of <unk> .,0,213773
a tennis player <unk> to <unk> a ball .,0,39357
<unk> children are <unk> next to each other and reading <unk> .,1,569314
a tennis player is <unk> the ball on a tennis court .,1,340946
children are sitting on the side of the boat in the water .,0,46497
a person in a suit and tie using a <unk> .,1,230360
a <unk> with a tennis racket walking on a court,1,542755
<unk> <unk> <unk> hand in the ocean <unk> <unk> <unk> the wave on <unk> surfboard,1,214199
a <unk> holding a sandwich in <unk> hand .,0,200775
a group of <unk> standing near a <unk> and <unk> .,1,109900
<unk> talking on <unk> cell phone on a yellow and black bench .,1,568623
people are preparing to <unk> a kite in an open field .,1,9175
a person holding a <unk> <unk> of carrot <unk> .,0,442301
a <unk> in a white shirt <unk> with a remote while next to a <unk> in a green shirt .,1,189588
a <unk> <unk> in front of an elephant,1,44165
a <unk> throwing a frisbee in a different <unk> .,1,503600
a <unk> in a suit <unk> on to <unk> head,0,423613
two people in <unk> <unk> <unk> are playing frisbee .,0,311309
a person that is eating <unk> food on a table .,0,53183
a <unk> <unk> with glasses is holding an <unk> .,0,462928
<unk> riding a train looking out of a window .,1,498392
a <unk> <unk> <unk> with a baby elephant,1,273579
a person <unk> in the air <unk> a <unk>,1,343394
"the <unk> are playing a game of frisbee on the <unk> field ,",0,127263
a <unk> is riding a horse around a red <unk>,0,337692
two <unk> <unk> getting ready to <unk> in a <unk>,0,553954
a baby sitting with a stuffed <unk> toy .,0,388299
a <unk> working on a laptop computer on the table,0,333899
a <unk> holding a small child with a toothbrush in <unk> mouth .,0,528604
a <unk> is on a skate board near <unk> <unk> .,0,97656
people looking at <unk> of <unk> and <unk> .,0,40635
a young person with a surf board in front of a <unk> boat .,1,423668
a <unk> <unk> in a suit <unk> <unk> a <unk> .,0,556131
a bowl of <unk> sitting on a table in front of a child .,0,462289
a <unk> is laying in a <unk> bed and is <unk> up to <unk> <unk> .,1,355257
a <unk> with a plate of food looking at a pizza on a plate .,1,561589
a large group of people <unk> for the city bus .,1,523494
a <unk> working with a pair of scissors <unk> <unk> <unk> <unk> .,1,368294
a little <unk> playing with a tennis ball and <unk> .,1,54796
<unk> <unk> <unk> <unk> <unk> <unk> a <unk> in front of <unk> and <unk> <unk> .,1,344268
a <unk> sitting at a table <unk> to <unk> a bowl of <unk> broccoli .,1,439982
a person holding a cell phone in a <unk> <unk>,0,182647
a crowd is watching a baseball game <unk> <unk> .,0,144938
a person using a pair of scissors to <unk> on a <unk> .,1,449480
a <unk> walks down the street <unk> the stop sign .,1,281512
a <unk> <unk> a brown horse near a red and white <unk> .,0,109403
a <unk> is cutting <unk> food at a kitchen counter,0,469793
people <unk> with chocolate cake and wine,0,69757
a <unk> wearing a <unk> riding a surfboard on a small wave .,0,170779
"young <unk> in shorts <unk> on <unk> wall , head on <unk> with bike next to <unk> .",1,124979
two people playing video game while standing <unk> in <unk> is smiling,0,215259
a group of people sitting around <unk> for a meal .,0,244665
a <unk> with a <unk> walking under an umbrella in the <unk>,1,18666
a group of people in the water <unk> <unk> elephants .,0,465180
a <unk> <unk> <unk> of <unk> <unk> the front of the <unk> .,1,417111
<unk> are playing a soccer game on a field .,0,225405
a <unk> <unk> at the camera while holding a board .,0,409496
a <unk> <unk> over a cake with a knife .,1,282942
a <unk> <unk> in the kitchen with an <unk> .,0,378482
<unk> <unk> <unk> a bus at a station .,0,507797
a group of people standing with their luggage <unk> the curb .,0,549932
<unk> standing in the middle of the road with <unk> <unk> .,0,299207
a young <unk> <unk> <unk> up a white <unk> plate .,1,239445
<unk> and child on a <unk> motorcycle near an open garage <unk> .,1,5205
<unk> people <unk> on the back of an elephant,0,384468
a <unk> is <unk> two horses pulling people on a cart,0,102355
a young <unk> catching a small wave on <unk> surfboard .,1,79031
two <unk> <unk> on top of the ski slope <unk> a mountain <unk> .,0,165174
a <unk> is sitting on a toilet <unk> <unk> <unk> pink <unk> .,1,120428
a <unk> riding a skateboard in the middle of the road .,1,63922
a <unk> with <unk> <unk> on the top of it,1,335670
a <unk> walking the beach carrying a surfboard that <unk> <unk> surf <unk> <unk> .,0,316995
<unk> <unk> in front of their <unk> with horses next to <unk> .,1,85316
a small <unk> <unk> <unk> food <unk> a bowl,1,96048
a <unk> <unk> in <unk> <unk> swinging a racket at a tennis ball,1,185988
a <unk> sitting on a bench with a teddy bear in <unk> book bag,0,357586
two people <unk> to catch a frisbee while <unk> <unk> .,0,547866
a <unk> standing over a pot holding a plate of food,0,54654
a <unk> eating food sitting at a table,0,540288
a group of <unk> sitting around a table outside .,1,489798
a <unk> <unk> skateboard <unk> <unk> other <unk> .,1,324155
a person <unk> on the phone and <unk> on a fence .,1,57306
a group of <unk> on the back of a train .,0,550980
a <unk> putting a <unk> into the oven .,1,533452
two people standing near a table cutting a cake,0,243780
a <unk> <unk> an open box of pizza .,0,286981
<unk> <unk> <unk> a baseball player is <unk> to <unk> <unk> <unk> <unk> .,0,407783
two people taking a picture together next to a crowd of people .,1,340278
two baseball <unk> <unk> on <unk> the pitch to <unk> <unk>,1,81004
a <unk> on a skate board on a <unk> ramp .,0,337375
a <unk> is <unk> to hit a ball with a tennis racket .,1,557596
"a person sitting at a table with a plate of <unk> and <unk> , <unk> <unk> , <unk> and <unk> <unk> and <unk> glasses of wine",0,515660
a <unk> is holding a tennis racquet and <unk> the ball .,1,228297
<unk> are <unk> <unk> sitting at a large table eating,1,117527
a group of people in front of <unk> <unk> .,0,532164
a <unk> is posing with a tennis racket for an <unk> .,1,497330
a <unk> taking a picture of <unk> in a mirror,0,22656
a selfie <unk> of a person from the <unk> down .,0,304749
a <unk> on a horse is standing across the street from a building .,0,436127
a <unk> on <unk> motorcycle next to a <unk> <unk> .,1,361382
two <unk> standing in a living room while <unk> <unk> a video game,0,367116
a <unk> <unk> a little <unk> <unk> to <unk> a remote .,1,52936
<unk> <unk> stand next to other <unk> <unk> <unk> <unk> on motorcycles .,1,203389
a tennis player <unk> <unk> <unk> <unk> <unk> shirt <unk> for a ball .,1,504287
a <unk> is brushing a <unk> teeth and a <unk>,0,360216
an <unk> of a <unk> with a <unk> <unk>,0,128756
a child <unk> scissors to open the <unk> on a <unk> .,0,63648
a <unk> standing near two <unk> of luggage .,1,208761
a close up of a <unk> holding a plate eating a piece of pizza .,0,95297
a <unk> wearing a <unk> orange <unk> holding an umbrella .,1,341010
a young <unk> is <unk> <unk> plate of <unk> .,1,320039
the young <unk> tennis player is holding a racket .,0,286723
the children are <unk> their <unk> for the <unk> .,1,461753
a <unk> is doing a trick on a skateboard,1,560620
a <unk> holding a tennis racquet and tennis ball .,1,30067
a group of people in a small boat in the water .,0,137362
a <unk> in suit and tie holding <unk> two blue <unk>,0,204767
a <unk> <unk> out to <unk> and hit a tennis ball,0,36773
a black <unk> wearing a white <unk> standing in front of a red light .,1,264375
a <unk> cutting a cake at a table at a <unk> .,1,348162
the <unk> tennis player is <unk> the ball .,1,467752
a <unk> is holding a tennis racquet <unk> to hit the <unk> ball .,1,112394
a person <unk> a half <unk> on a skateboard .,0,172649
a <unk> in a <unk> <unk> standing <unk> a motorcycle .,0,295945
people sitting near a <unk> dinner playing on <unk> .,1,181655
a <unk> <unk> looking <unk> holding <unk> food .,1,173704
a close up of a <unk> taking a <unk> out of a chocolate <unk> <unk> donut,0,375621
a <unk> is <unk> <unk> the <unk> while another person <unk> from the water .,1,350167
a group of people <unk> and <unk> together .,1,19712
a bird <unk> flying <unk> a group <unk> people <unk>,0,34522
an <unk> <unk> carrying <unk> down a <unk> street with hanging <unk> .,1,44065
a <unk> is on <unk> skateboard in a park <unk> .,0,369840
a little <unk> doing a <unk> <unk> on a skateboard,0,72368
people outside of a <unk> double decker train .,0,290959
a black and white photo of a <unk> smiling for the camera .,1,13783
a young <unk> using a <unk> <unk> laptop toy .,1,447770
a <unk> in a <unk> <unk> talking on a phone across from <unk> .,1,206684
a <unk> in blue shirt laying on sidewalk <unk> a fire hydrant .,1,302512
an <unk> <unk> with <unk> <unk> on <unk> head <unk> <unk> <unk> out .,1,209018
two <unk> working on a computer on a wooden table .,0,472256
a <unk> holding a plate <unk> <unk> face,0,289640
<unk> <unk> on surfboards and <unk> <unk> into a lake .,0,270544
a person in a field playing with a frisbee,0,146190
the <unk> is playing baseball in the field .,0,458103
a <unk> <unk> at the top of the wave .,0,199442
a <unk> up at bat and getting ready to hit the ball .,1,324497
a <unk> holding an umbrella while standing next to <unk> .,1,184613
a <unk> sitting on a bench in a suit with <unk> on .,0,575088
a <unk> <unk> with <unk> racket <unk> in front of a crowd of <unk> .,1,488869
"<unk> traffic , motor <unk> , cows and people on a city street",1,345848
<unk> people walking on an orange <unk> and a <unk>,0,559012
a lot of <unk> are on the river <unk> <unk>,0,271230
a group of young people <unk> <unk> <unk> .,1,77181
a <unk> <unk> a photo of <unk> <unk> in a <unk> <unk> .,0,237118
a <unk> is standing with a plate in the kitchen,0,535506
"<unk> , <unk> , and child brushing their teeth with different <unk> .",1,566298
a <unk> <unk> wearing a shirt and tie .,1,376059
